Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
ALWH,Wheeler N.W.R.,34.6001,-86.8837,3,0.0294,1993,
TXFD,Falcon Dam and S.P.,26.4967,-99.0884,2,0.0513,1993,
GASC,St. Catherines Island,31.6351,-81.1226,2,0.0417,1993,
MIWA,Waterloo State Recreation Area,42.3245,-84.2097,2,0.0253,1993,
MTBG,Bigfork,48.0952,-114.0888,2,0.0264,1993,
CORF,Roaring Fork River Valley,39.4579,-107.2624,1,0.0294,1993,
TXCA,Caddo National Grasslands,33.7405,-96.0024,1,0.0183,1993,
BEBE,Bermuda,32.3058,-64.7585,1,0.0159,1993,
WAOL,Olympia,47.0722,-122.8533,1,0.0062,1993,
INLM,Lake Monroe,39.0152,-86.3984,1,0.0092,1993,
CASL,San Jacinto Lake,33.8745,-117.1239,1,0.0117,1993,
ALEU,Eufaula N.W.R.,31.9939,-85.0886,1,0.0256,1993,
LASA,Sabine N.W.R.,29.8545,-93.3892,1,0.0064,1993,
INSM,Spring Mill S.P.,38.7233,-86.417,1,0.0417,1993,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,1,0.0065,1993,
CAFR,Fall River Mills,41.0616,-121.4899,1,0.0163,1993,
LABR,Baton Rouge,30.3661,-91.1194,1,0.0099,1993,
LAPP,Pine Prairie,30.7643,-92.3765,1,0.0093,1993,
AKSI,Sitka,57.0527,-135.3651,1,0.022,1993,
COGJ,Grand Junction,39.1208,-108.6081,cw,0,1993,
GAAF,Amicalola Falls,34.519,-84.182,cw,0,1993,
AZSJ,St. Johns,34.5333,-109.3833,cw,0,1993,
