Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
NSHD,Halifax-Dartmouth,44.6096,-63.4947,10,0.0678,2016,
NJBO,Boonton,40.85,-74.3833,10,0.0842,2016,
BCMA,Greater Masset,54.0464,-132.1903,10,0.1626,2016,
BCTL,Tlell,53.5636,-131.9423,10,0.7407,2016,
CASC,Santa Cruz County,37.0162,-122.0499,10,0.0316,2016,
CAHL,Honey Lake,40.3434,-120.4229,10,0.1942,2016,
COCO,Cortez,37.4134,-108.6092,10,0.2516,2016,
MOMI,Mingo N.W.R.,36.9833,-90.2,10,0.1699,2016,
MXEP,"Ensenada de La Paz, BCS, Mexico",24.11,-110.42,10,0.4348,2016,
TXSG,San Angelo,31.4439,-100.4823,10,0.1111,2016,
TXGA,Galveston,29.3333,-94.8333,10,0.1005,2016,
ONLP,Long Point,42.6211,-80.3908,9,0.0483,2016,
NCLJ,Camp Lejeune,34.6205,-77.3512,9,0.1967,2016,
LACA,Catahoula N.W.R.,31.508,-92.0589,9,0.2687,2016,
NYQU,L.I.: Queens,40.6932,-73.7448,9,0.1129,2016,
MSNO,Noxubee N.W.R.,33.2711,-88.7837,9,0.1272,2016,
OHFR,Fremont,41.3562,-83.0766,9,0.1481,2016,
MDJB,Jug Bay,38.7532,-76.6415,9,0.0811,2016,
NMLA,Lakes Avalon-Brantley,32.5661,-104.294,9,0.3103,2016,
LAVE,Venice,29.3392,-89.4767,9,0.36,2016,
MAMC,Mid-Cape Cod,41.7004,-70.3002,9,0.0905,2016,
CAFB,Fort Bragg,39.3998,-123.7826,9,0.0716,2016,
AZGR,Gila River,33.3071,-112.6833,9,0.0615,2016,
NJNG,Northwestern Gloucester County,39.7727,-75.2442,9,0.12,2016,
NJBA,Barnegat,39.6667,-74.1667,9,0.0905,2016,
COSL,Sterling,40.6966,-103.2219,9,0.8182,2016,
KYPA,Paradise,37.2776,-86.9587,9,0.125,2016,
KYPA,Paradise,37.2776,-86.9587,9,0.125,2016,
TXLK,Lake Tawakoni,32.7667,-95.9167,9,0.125,2016,
PAHR,Harrisburg,40.234,-76.9349,9,0.125,2016,
RINT,"Napatree, RI-CT-NY",41.3222,-71.8167,8,0.0833,2016,
OKNO,Norman,35.2655,-97.3767,8,0.0879,2016,
KYBC,Ballard County,37.1228,-88.9518,8,0.5517,2016,
KYWA,Warsaw,38.7839,-84.9023,8,0.8421,2016,
ORSL,Silverton,44.966,-122.7065,8,0.125,2016,
ILRO,Rockford,42.3667,-89.1667,8,0.086,2016,
FLLA,Lakeland,28.0261,-81.8507,8,0.0672,2016,
DEWI,Wilmington,39.745,-75.6399,8,0.0734,2016,
CASR,Santa Rosa,38.4379,-122.7116,8,0.0588,2016,
ARFA,Fayetteville,36.0566,-94.1719,8,0.1208,2016,
CALU,La Purisima,34.6616,-120.5368,8,0.1416,2016,
MDCR,Crisfield,38.0298,-75.7577,8,0.0992,2016,
OHIL,Indian Lake,40.4833,-83.9167,8,0.1871,2016,
MIAG,Allegan State Game Area,42.5498,-86.0054,8,0.1356,2016,
LANO,New Orleans,30.0236,-89.9167,8,0.0941,2016,
ILSH,Shelbyville Reservoir,39.42,-88.77,8,0.2759,2016,
RINC,Newport County-Westport,41.5369,-71.1566,8,0.0904,2016,
TXHG,Harlingen,26.177,-97.6813,7,0.0398,2016,
ONGQ,Gananoque,44.3735,-76.2849,7,0.1552,2016,
NEHC,Harlan County,40.1111,-99.3205,7,0.1176,2016,
IDPV,Pahsimeroi Valley,44.6287,-113.9779,7,0.7568,2016,
ILCO,Crab Orchard N.W.R.,37.7196,-89.0212,7,0.2,2016,
ILIL,Illini S.P.,41.317,-88.6957,7,0.2154,2016,
MDOA,Oakland,39.4936,-79.3658,7,0.1256,2016,
NJSA,Salem,39.614,-75.4142,7,0.0952,2016,
FLSO,STA5-Clewiston,26.516,-80.916,7,0.1186,2016,
CORA,Rawhide Energy Station,40.8628,-105.1431,7,0.25,2016,
ONCO,Collingwood,44.4551,-80.2071,7,0.1505,2016,
VANR,Nansemond River,36.8472,-76.4333,7,0.0693,2016,
