Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
SCMC,McClellanville,33.1003,-79.4037,926,12.4798,2015,
TXAU,Austin,30.1834,-97.698,904,4.1373,2015,
CACH,China Lake,35.6518,-117.7056,867,15.0783,2015,
NVHE,Henderson,36.0833,-114.95,838,31.6226,2015,
UTAI,Antelope Island,41.0047,-112.1611,800,51.6129,2015,
CARS,Rancho Santa Fe,33.0003,-117.1628,799,3.4701,2015,
ALEU,Eufaula N.W.R.,31.9939,-85.0886,752,17.0909,2015,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,748,7.9363,2015,
AZPT,Phoenix-Tres Rios,33.3725,-112.3582,747,5.2238,2015,
ARLO,Lonoke,34.749,-91.8957,746,14.3849,2015,
CASG,Santa Maria-Guadalupe,34.8833,-120.5833,745,14.6798,2015,
TXTA,Trinity River Audubon Center,32.6407,-96.6577,731,9.2438,2015,
NMCV,Clovis,34.4194,-103.1698,727,45.4375,2015,
TXLS,La Sal Vieja,26.4849,-97.9649,726,12.4914,2015,
TXFR,Freeport,29.0172,-95.3551,724,3.9563,2015,
ORYV,Yamhill Valley,45.1579,-123.2815,704,9.6044,2015,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,700,1.4199,2015,
ORCO,Corvallis,44.5071,-123.2695,695,5.5734,2015,
NMRO,Roswell,33.397,-104.3983,689,12.4819,2015,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,681,13.2878,2015,
TXWS,Weslaco,26.1507,-97.9421,679,5.0037,2015,
GAGC,Glynn County,31.1128,-81.4261,676,8.6667,2015,
TXST,San Antonio,29.3148,-98.608,626,5.9336,2015,
CAVE,Ventura,34.3484,-119.1921,619,4.0247,2015,
CASZ,Sonoma Valley,38.2931,-122.5037,605,2.2897,2015,
ARJO,Jonesboro,35.9232,-90.702,602,30.481,2015,
TXPS,Palestine,31.7624,-95.7664,575,48.9362,2015,
SCAB,Ace Basin,32.6126,-80.4813,559,7.2597,2015,
CASD,San Diego,32.6473,-117.117,544,2.0787,2015,
MSJC,Jackson County,30.4366,-88.7119,535,5.7527,2015,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,533,1.4909,2015,
TXBP,Bolivar Peninsula,29.5504,-94.4668,531,6.8252,2015,ph
NCBP,Bodie-Pea Island,35.7824,-75.5458,526,7.6232,2015,
NMLA,Lakes Avalon-Brantley,32.5661,-104.294,523,12.7561,2015,
UTSR,Silver Reef,37.2531,-113.3675,511,6.8133,2015,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,511,6.0833,2015,
CAOR,Oroville,39.5178,-121.5499,506,7.7252,2015,
CAUK,Ukiah,39.1386,-123.166,502,4.2742,2015,
UTSL,Salt Lake City,40.7695,-111.8884,490,3.0818,2015,
CAMJ,Mojave River Valley,34.5071,-117.2689,485,13.8571,2015,
MXEP,"Ensenada de La Paz, BCS, Mexico",24.11,-110.42,468,11.2771,2015,
CAHL,Honey Lake,40.3434,-120.4229,461,11.8968,2015,
TXCY,Cypress Creek,29.9561,-95.89,459,3.4681,2015,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,449,4.4236,2015,
ORME,Medford,42.4026,-122.8559,446,3.5538,2015,
TNDR,Duck River,35.9474,-87.9211,442,8.84,2015,
CACS,Crystal Springs,37.5184,-122.3751,438,1.4175,2015,
TXGA,Galveston,29.3333,-94.8333,428,3.8146,2015,
TXVC,Village Creek Drying Beds,32.7667,-97.1167,427,5.2169,2015,
WAOL,Olympia,47.0722,-122.8533,425,2.2764,2015,
CAPS,Pasadena-San Gabriel Valley,34.1199,-118.0913,424,3.8721,2015,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,424,7.4061,2015,
CAON,Orange County (northeastern),33.7145,-117.6776,422,1.5403,2015,
ORSA,Salem,44.9437,-123.0388,418,3.5126,2015,
WAEV,Everett-Marysville,48.0833,-122.2167,413,1.912,2015,
CAKA,Kaweah,36.3667,-119.0667,411,8.0588,2015,
CAOA,Oakland,37.8146,-122.233,408,0.9871,2015,
LACL,Cheneyville-Lecompte,31.1,-92.3667,405,11.4085,2015,
MOBO,Big Oak Tree S.P.,36.6667,-89.2667,400,9.9256,2015,
FLAL,Alafia Banks,27.792,-82.3349,400,4.3836,2015,
ORDA,Dallas,44.8965,-123.3384,396,4.4832,2015,
WACC,Cowlitz-Columbia,46.1092,-122.9787,395,9.186,2015,
MOSL,Swan Lake N.W.R.,39.6742,-93.2241,386,7.3524,2015,
TXBV,Brownsville,25.9328,-97.4748,384,6,2015,
TXLU,Lubbock County,33.5849,-101.7925,384,5.1892,2015,
MXDU,"Durango, Mexico",24,-104.67,382,10.6259,2015,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,374,5.037,2015,
CAMR,Morro Bay,35.3,-120.7767,367,1.3653,2015,
AZTV,Tucson Valley,32.3016,-110.9735,366,1.4977,2015,
ORTB,Tillamook Bay,45.5167,-123.8833,365,4.1477,2015,
NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,360,1.7412,2015,
KSCH,Cheyenne Bottoms,38.4333,-98.6666,349,12.4643,2015,
NYQU,L.I.: Queens,40.6932,-73.7448,348,3.4887,2015,
IACL,Clinton,41.9801,-90.174,343,8.1667,2015,
VAHO,Hopewell,37.367,-77.2842,341,2.5736,2015,
OKTU,Tulsa,36.3221,-95.9022,336,2.9474,2015,
FLSP,St. Petersburg,27.7991,-82.6794,330,2.4627,2015,
LAWL,White Lake,29.8699,-92.424,324,5.0039,2015,
NYMZ,Montezuma,43.0029,-76.731,321,3.8909,2015,
MOSC,Loess Bluffs (formerly Squaw Creek) N.W.R.,40.0833,-95.2667,318,8.2597,2015,
ILJO,Joliet,41.5113,-88.1244,310,6.3265,2015,
CASB,Santa Barbara,34.4512,-119.7627,305,0.8764,2015,
TXRC,Richland Creek W.M.A.,32.0299,-96.0728,303,7.9216,2015,
CACT,Cheep Thrills,38.1382,-122.6094,302,1.7558,2015,
TNRL,Reelfoot Lake,36.4167,-89.3833,301,5.375,2015,
CACU,Cachuma,34.6501,-119.9516,300,2.1419,2015,
MNFR,Fairmont,43.6114,-94.4718,300,12.766,2015,
TXFW,Fort Worth,32.7661,-97.4715,297,2.4958,2015,
TXDA,Dallas County,32.8258,-96.8312,293,2.3918,2015,
WIMA,Madison,43.0747,-89.3843,279,1.18,2015,
NVTM,Truckee Meadows,39.4679,-119.8205,275,2.6379,2015,
MOCO,Columbia,38.8915,-92.3348,272,2.8859,2015,
WAVA,Vashon,47.4332,-122.5067,268,1.5905,2015,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,267,2.7038,2015,
SCSN,Santee N.W.R.,33.5104,-80.408,262,3.0163,2015,
CAES,Escondido,33.1025,-116.9403,260,2.0313,2015,
WAPT,Port Townsend,48.05,-122.7333,259,4.6085,2015,
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,255,0.9051,2015,
KSEM,Emporia,38.4456,-96.0835,251,7.4925,2015,
BCDU,Duncan,48.7882,-123.6714,250,1.773,2015,
NCAR,Alligator River N.W.R.,35.77,-76.08,240,3.3684,2015,
NYBR,L.I.: Brooklyn,40.616,-73.9448,239,1.8385,2015,
TXPA,Port Aransas,27.8502,-97.1,239,2.7314,2015,
TXCT,Coastal Tip,26.0278,-97.2334,238,4.1034,2015,
ORRS,Roseburg-Sutherlin,43.3177,-123.3473,235,2.0172,2015,
KSWI,Wichita,37.6912,-97.3496,233,3.8833,2015,
TXEP,El Paso,31.7828,-106.4798,231,5.6341,2015,
ORPR,Prineville,44.3668,-120.75,229,3.6349,2015,
TXKW,Kenedy County Wind Turbines,27.0727,-97.4447,227,8.7308,2015,
UTPR,Provo,40.2526,-111.6688,225,1.6559,2015,
TNME,Memphis,35.15,-89.9333,218,3.9927,2015,
WAWK,Wahkiakum,46.1917,-123.4667,211,2.804,2015,
WAKA,Kent-Auburn,47.3598,-122.1787,210,1.2353,2015,
ORBR,Brownsville,44.3536,-122.9671,205,4.1,2015,
CAMC,Marin County (southern),37.9214,-122.5643,205,0.6016,2015,
AZGV,Green Valley-Madera Canyon,31.7923,-110.9151,204,1.1571,2015,
WASE,Seattle,47.6017,-122.3341,204,0.8,2015,
CODE,Denver,39.587,-105.143,202,0.9364,2015,
MOMA,Maryville,40.3463,-94.9198,202,11.8824,2015,1 albino
CALB,Long Beach-el Dorado,33.8533,-118.0908,200,2.046,2015,
AZGR,Gila River,33.3071,-112.6833,196,1.2625,2015,
WASD,Sequim-Dungeness,48.1,-123.0667,194,0.7358,2015,
WATC,Tri-Cities,46.2357,-119.1805,189,1.08,2015,
TXCC,Corpus Christi,27.8334,-97.5833,189,1.7143,2015,
CASF,San Francisco,37.7143,-122.4689,187,0.5963,2015,
ORKF,Klamath Falls,42.1595,-121.7351,186,3.2489,2015,
OKOC,Oklahoma City,35.5368,-97.5834,184,1.9471,2015,
AZGC,Glen Canyon,36.9167,-111.5167,182,9.1,2015,
CACM,Claremont,34.1384,-117.7073,181,1.0157,2015,
ILCY,Cypress Creek,37.319,-89.0213,178,5.0857,2015,
OHGY,Gypsum,41.5,-82.8667,178,4.6842,2015,
ILRL,Rend Lake,38.1324,-88.9677,174,4.0465,2015,
NCCH,Cape Hatteras,35.2188,-75.6067,170,1.3333,2015,
TXLV,Lewisville,33.0301,-96.9929,169,2.8403,2015,
LASA,Sabine N.W.R.,29.8545,-93.3892,167,1.6581,2015,
ARAR,Arkadelphia,34.1333,-93.05,167,2.4469,2015,
LARR,Red River N.W.R.,32.3625,-93.6164,166,4.8116,2015,
SCWB,Winyah Bay,33.2458,-79.2292,164,2.6032,2015,
ORCE,Columbia Estuary,46.2192,-123.9461,164,1.9939,2015,
CALH,Lake Henshaw,33.2112,-116.7255,162,2.2578,2015,
CALR,Lake Almanor,40.2833,-121.25,161,6.7789,2015,
NMFA,Farmington,36.7833,-108.102,160,6.3618,2015,
CAWB,Wallace-Bellota,38.1167,-120.9833,158,1.6889,2015,
ILSP,Springfield,39.8,-89.65,156,2.1667,2015,
ILCE,Carlyle Lake,38.7,-89.2667,152,2.7636,2015,
CALL,Lost Lake-Fresno,36.95,-119.7,151,2.3231,2015,
ARBD,Bayou DeView,34.872,-91.2917,151,3.5952,2015,
DEWI,Wilmington,39.745,-75.6399,150,1.1046,2015,
MXCR,"Colorado River Delta, Sonora, Mexico",31.5503,-114.5203,149,4.027,2015,
TXMI,Midland,31.95,-102.0333,149,3.7962,2015,
OKSP,Salt Plains N.W.R.,36.785,-98.1789,148,4.8525,2015,
WAGH,Grays Harbor,46.9667,-124.05,147,1.6288,2015,
ORTA,Tangent,44.5699,-122.9755,147,3.4186,2015,
PALZ,Lititz,40.2261,-76.3024,146,1.0104,2015,
GAAU,Augusta,33.4393,-82.0239,146,1.9532,2015,
ORPD,Portland,45.5167,-122.7,144,0.616,2015,
CACO,Chico,39.722,-121.8238,141,1.8077,2015,
LANO,New Orleans,30.0236,-89.9167,141,1.8675,2015,
COSL,Sterling,40.6966,-103.2219,140,6.1538,2015,
LACR,Creole,29.8159,-93.1113,139,2.9682,2015,
UTBR,Bear River Migratory Bird Refuge,41.4804,-112.2675,134,9.8168,2015,
UTSG,St. George,37.15,-113.6,133,1.5465,2015,
MIMO,Monroe,41.8731,-83.4425,132,2.4,2015,
ILUC,Union County,37.4676,-89.4048,131,1.8714,2015,
TXOC,Orange County,30.0741,-93.905,128,2.8894,2015,
TXLD,Laredo,27.5,-99.4167,128,2.4151,2015,
TXSR,Sea Rim S.P.,29.7334,-93.9563,127,1.8955,2015,
NJLH,Lower Hudson,40.7751,-74.0009,127,0.8328,2015,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,126,1.05,2015,
WAEA,East Lake Washington,47.5899,-121.9995,126,1.9765,2015,
ONHA,Hamilton,43.2679,-79.8852,126,0.5701,2015,
MDLK,Lower Kent County,39.1427,-76.1921,122,1.1296,2015,
MSWC,Washington County (south),33.097,-90.9857,122,3.2533,2015,
CAPP,Palos Verdes Peninsula,33.7723,-118.3279,121,0.4973,2015,
OREU,Eugene,44.0768,-123.179,121,0.5681,2015,
MXSB,"San Blas, Nayarit, Mexico",21.5499,-105.1902,120,1.7712,2015,
MXMC,"Mexico City, Distrito Federal, Mexico",19.2333,-99.1833,119,2.8333,2015,
BCVI,Victoria,48.4667,-123.4,119,0.233,2015,
CORO,Rocky Ford,38.1326,-103.679,118,3.5224,2015,
KSLA,Lawrence,38.9933,-95.3111,116,1.2083,2015,
TXHG,Harlingen,26.177,-97.6813,115,0.7823,2015,
ORAI,Airlie,44.7131,-123.1744,114,1.0502,2015,
ILHL,Horseshoe Lake,37.2089,-89.3311,112,2.5028,2015,
AZSE,Sedona,34.8391,-111.8802,112,1.2444,2015,
NJOC,Oceanville,39.4422,-74.4605,110,1.1924,2015,
ORFL,Florence,44.0334,-124.0667,110,0.9977,2015,
TXNA,Nacogdoches,31.5332,-94.6563,108,0.9708,2015,
MSNO,Noxubee N.W.R.,33.2711,-88.7837,107,1.603,2015,
CACL,Clear Lake,38.9392,-122.7199,106,1.06,2015,
IDHV,Hagerman Valley,42.8167,-114.9,106,2.3043,2015,
AZSC,Santa Catalina Mountains,32.3353,-110.7295,105,1.0145,2015,
NELI,Lincoln,40.7992,-96.7494,104,0.8507,2015,
TXMN,McNary,31.2682,-105.7871,104,4.7816,2015,
WAPB,Padilla Bay,48.4834,-122.5667,101,0.5642,2015,
MDMR,Middle River,39.3089,-76.4104,101,1.0521,2015,
CALA,Los Angeles,34.0477,-118.3793,101,0.6904,2015,
NCPD,Pee Dee N.W.R.,35.1167,-80.05,100,5,2015,
NMVO,Valle de Oro N.W.R.,34.964,-106.6761,100,1.3652,2015,
CADN,Del Norte County,41.8446,-124.1712,99,1.2857,2015,
UTOG,Ogden,41.2198,-112.064,99,1.65,2015,
TXBZ,Brazos Bend,29.3734,-95.6688,98,0.9679,2015,
AZFL,Flagstaff-Mt. Elden,35.241,-111.5976,98,3.6296,2015,
INGP,Goose Pond,38.9678,-87.1864,98,1.0111,2015,
BCVA,Vancouver,49.2603,-123.105,97,0.2165,2015,
COCS,Colorado Springs,38.8022,-104.8167,96,0.4367,2015,
MSAL,Arkabutla Lake,34.7624,-90.1306,95,3.619,2015,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,95,1.0354,2015,
NYRC,Rockland County,41.148,-73.9895,94,1.0273,2015,
MXES,"Ensenada, Baja California, Mexico",31.8002,-116.6335,93,1.1772,2015,
KYLE,Lexington,37.9227,-84.4719,93,1.3286,2015,
AZHV,Havasu N.W.R.,34.4525,-114.3107,93,1.6034,2015,
ILPM,Pere Marquette Park,38.9968,-90.6051,92,3.68,2015,
CASU,San Juan Capistrano,33.5096,-117.6078,91,2.7576,2015,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,90,1.7647,2015,
TXHA,Hagerman N.W.R.,33.7807,-96.7444,90,1.5,2015,
VAFB,Fort Belvoir,38.709,-77.1939,89,0.2425,2015,
INWG,Western Gibson County,38.3406,-87.7807,89,1.3952,2015,
MSDG,Dahomey-Great River Road,33.7769,-90.9545,89,1.7282,2015,
CALU,La Purisima,34.6616,-120.5368,88,1.5785,2015,
TXCK,Choke Canyon,28.4913,-98.3082,88,1.2014,2015,
TXAR,Aransas N.W.R.,28.2333,-96.8833,87,1.1417,2015,
CAMU,Malibu,34.0822,-118.7045,87,0.5748,2015,
UTLO,Logan,41.7993,-111.8333,85,0.6911,2015,
MDOC,Ocean City,38.3128,-75.2122,83,0.4259,2015,
NCGR,Greensboro,36.1163,-79.837,82,0.7069,2015,
OKST,Stillwater,36.1452,-97.1765,81,1.1638,2015,
CAPR,Point Reyes Peninsula,38.1216,-122.8901,81,0.1985,2015,
CASO,San Bernardino Valley,34.0852,-117.301,81,1,2015,
FLLA,Lakeland,28.0261,-81.8507,80,0.613,2015,
NYOO,Oak Orchard Swamp,43.1517,-78.3904,80,0.8649,2015,
MOMI,Mingo N.W.R.,36.9833,-90.2,80,1.4679,2015,
ONBL,Blenheim,42.3403,-81.9372,79,0.9753,2015,
TXAM,Amarillo,34.9851,-101.7021,78,3.25,2015,
UTZI,Zion N.P.,37.2093,-112.9804,77,0.9249,2015,
NCRA,Raleigh,35.7622,-78.6593,77,0.744,2015,
ARCO,Conway,35.0916,-92.4227,76,1.1783,2015,
OKWA,Washita N.W.R.,35.6495,-99.2797,75,1.8892,2015,
KSPA,Parsons,37.4643,-95.2528,71,2.6296,2015,
LALA,Lafayette,30.1901,-92.1042,71,0.7388,2015,
TXWA,Waco,31.5194,-97.0451,70,1.0728,2015,
TXAZ,Anzalduas-Bentsen,26.2235,-98.3944,68,0.8144,2015,
IDBO,Boise,43.6177,-116.1995,68,0.647,2015,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,67,0.5678,2015,
ONHH,Halton Hills,43.6274,-79.9222,67,0.964,2015,"gd, ml"
TNBS,Big Sandy,36.3405,-88.0821,66,1.3266,2015,
WABG,Bellingham,48.8112,-122.5629,66,0.3259,2015,
NMAL,Albuquerque,35.1833,-106.6167,66,0.7952,2015,
AZPY,Payson,34.35,-111.35,65,1.7931,2015,
PAGL,Delaware County (Glenolden),39.8992,-75.3729,65,0.3601,2015,
GACL,Carter's Lake,34.5801,-84.7917,63,0.5915,2015,
HIIA,Maui: I'ao Valley,20.9333,-156.5333,63,12.6,2015,
KSDC,Dodge City,37.7777,-100.01,63,2.5714,2015,
NCPE,Pettigrew S.P.,35.7667,-76.45,62,1.24,2015,
UTPA,Payson,40.0437,-111.7598,62,0.9091,2015,
TXBU,Bell County,30.9667,-97.45,61,0.8443,2015,
OHFR,Fremont,41.3562,-83.0766,61,1.0427,2015,
LASH,Shreveport,32.5371,-93.8922,60,1.4371,2015,
MTCC,Clark Canyon Dam,45.0016,-112.8579,60,6,2015,
WASB,Skagit Bay,48.2973,-122.3879,60,0.5128,2015,
WASJ,San Juan Islands Archipelago,48.5462,-123.013,60,0.5298,2015,
CALW,LaGrange-Waterford,37.6531,-120.5876,59,1.2041,2015,
GAPC,Peachtree City,33.3468,-84.6231,58,1.3892,2015,
TXQU,Quitaque,34.4346,-101.0739,58,8,2015,
TXAB,Abilene,32.3501,-99.7502,58,1.7984,2015,
CASV,San Fernando Valley,34.2358,-118.5025,57,0.8028,2015,
ARTE,Texarkana,33.4725,-93.9215,57,2.0357,2015,
OHBL,Buckeye Lake,39.9333,-82.4833,57,1.5,2015,
NYQW,L.I.: Quogue-Watermill,40.8591,-72.4524,56,0.918,2015,
TXKI,Kingsville,27.4658,-97.8551,56,1.1979,2015,
ORSU,Summer Lake,42.9731,-120.7778,56,1.1429,2015,
TXWF,Wichita Falls,33.8877,-98.6298,55,2.6829,2015,
NYSM,L.I.: Smithtown,40.9133,-73.1386,55,0.9483,2015,
NYBW,Bronx-Westchester Region,40.9117,-73.7825,55,0.2245,2015,
NMSE,Sevilleta N.W.R.,34.3167,-106.95,55,2.1526,2015,
NJRA,Ramsey,41.0935,-74.2541,55,0.7774,2015,
MOHF,Horton-Four Rivers,38.02,-94.357,55,1.5385,2015,
NMCA,Caballo,32.953,-107.3122,54,0.9774,2015,
OKTI,Tishomingo N.W.R.,34.1833,-96.65,54,0.871,2015,
CASP,Springville,36.1338,-118.813,54,0.6667,2015,
FLBA,Bradenton,27.501,-82.5631,54,0.4865,2015,
MXSC,"San Carlos, Sonora, Mexico",28.0389,-110.9377,53,2.7895,2015,
CASR,Santa Rosa,38.4379,-122.7116,52,0.437,2015,
ILCO,Crab Orchard N.W.R.,37.7196,-89.0212,51,1.1461,2015,
CAAG,Angwin,38.5715,-122.3977,51,0.5313,2015,
MSJA,Jackson,32.4476,-90.004,51,0.8718,2015,
TXPM,Palmetto S.P.,29.5833,-97.5833,51,0.843,2015,
TXLG,Longview,32.3765,-94.7162,51,0.6145,2015,
KSJC,Junction City,39.0006,-96.8813,49,1.3803,2015,
NMLO,Loving,32.291,-104.0667,48,2.7826,2015,
COPS,Pagosa Springs,37.2403,-107.0257,48,1.2,2015,
TXKV,Kerrville,30.0646,-99.1757,48,1,2015,
TXCD,Cedar Hill,32.5931,-96.951,48,0.7567,2015,
TXBL,Buffalo Lake N.W.R.,34.9187,-102.0428,48,3.2,2015,
CAEL,Eagle Lake,40.6299,-120.7518,47,1.2129,2015,
CAMS,Mount Shasta,41.5342,-122.4141,45,0.8085,2015,
FLLP,Lake Placid,27.2601,-81.3441,45,0.5263,2015,
ILCA,Chautauqua N.W.R.,40.4167,-89.95,45,1.0778,2015,
NJTM,Trenton Marshes,40.1918,-74.7276,45,0.9091,2015,
NCRK,Roanoke Rapids,36.4025,-77.5651,45,4.5,2015,
ONKG,Kingston,44.206,-76.4611,45,0.4839,2015,
SCCA,Charleston,32.9333,-79.7,44,0.9215,2015,
INLA,Lafayette,40.4605,-86.9157,44,0.6023,2015,
MOSJ,St. Joseph,39.7973,-94.844,44,0.898,2015,
COFO,Fountain Creek,38.6333,-104.65,44,0.9167,2015,
CABR,Bear Valley Springs,35.0945,-118.661,44,2.5215,2015,
AZAH,Atascosa Highlands,31.4701,-111.1728,44,0.2075,2015,
CAEC,East Contra Costa County,37.9118,-121.678,43,0.6232,2015,
AZSV,Salt Verde River,33.639,-111.616,42,0.2791,2015,
COBO,Boulder,40.0256,-105.2725,42,0.1457,2015,
FLSR,Sarasota,27.2841,-82.4976,42,0.181,2015,
GACI,Cumberland Island,30.8151,-81.4673,42,0.4628,2015,
KSOP,Oskaloosa-Perry Lake,39.2014,-95.4032,42,0.6199,2015,
NMLL,La Luz-Otero County,33,-105.96,42,1.098,2015,
NVDG,Desert Game Range,36.3276,-115.3125,41,1.4643,2015,
IASR,Saylorville Reservoir,41.8038,-93.7562,41,0.519,2015,
COJM,John Martin Reservoir,38.058,-103.033,41,0.7523,2015,
COPU,Pueblo,38.1753,-104.5196,41,0.8039,2015,
TXBA,Balmorhea,30.9858,-103.7459,41,2.3429,2015,
WAED,Edmonds,47.8524,-122.2489,41,0.2175,2015,
TNCH,Chattanooga,35.104,-85.2292,40,0.5797,2015,
FLSO,STA5-Clewiston,26.516,-80.916,40,0.4444,2015,
KSBB,Benedictine Bottoms,39.6092,-95.1342,40,1.7699,2015,
TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,39,0.4771,2015,
MDJB,Jug Bay,38.7532,-76.6415,38,0.2456,2015,
CACR,Calero-Morgan Hill,37.1897,-121.7617,38,0.206,2015,
AZTI,Timber Mesa,34.2089,-109.9582,37,0.9024,2015,
AZNO,Nogales,31.4338,-110.9358,37,0.5968,2015,
MSEL,Eagle Lake,32.5458,-90.58,37,2.0556,2015,
TXMC,Mckinney,33.1585,-96.6154,37,0.5101,2015,
QCLO,Longueuil,45.6536,-73.4901,37,0.0638,2015,
OHTO,Toledo,41.65,-83.5333,36,0.3303,2015,
MXLN,"Laguna de Chapala, Jalisco, Mexico",20.3366,-103.2479,36,1.6364,2015,
NJGS,Great Swamp-Watchung Ridges,40.6983,-74.4017,35,0.3333,2015,
MSSH,Southern Hancock County,30.2906,-89.5034,35,0.4545,2015,
LANI,New Iberia,30.0017,-91.8949,35,0.675,2015,
BCVE,Vernon,50.2686,-119.2769,35,0.307,2015,
ARLR,Little Rock,34.7582,-92.2792,35,0.4611,2015,
CAYR,Yreka,41.7495,-122.5247,35,0.6731,2015,
OKSL,Sooner Lake,36.4032,-97.0672,35,1.0769,2015,
TXBN,Burnet County,30.7514,-98.275,34,0.4488,2015,
VALC,Little Creek,36.8508,-76.0994,34,0.4,2015,
TXRO,Rockport,28.0669,-97.1167,34,0.4892,2015,
ILLA,Lisle Arboretum,41.7518,-87.9738,34,0.1826,2015,
NENP,North Platte,41.1167,-100.7999,34,0.9189,2015,
MDSD,Southern Dorchester County,38.3617,-76.0371,33,0.3511,2015,
GADA,Dalton,34.7667,-84.9667,33,1.65,2015,
AZCF,Carefree,33.8594,-111.902,33,0.2727,2015,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,33,0.2895,2015,
TXCR,Crawford,31.556,-97.3556,32,0.6214,2015,
RINC,Newport County-Westport,41.5369,-71.1566,32,0.2443,2015,
TXSG,San Angelo,31.4439,-100.4823,32,0.4267,2015,
WASW,South End Whidbey,48.0365,-122.4802,32,0.4295,2015,
INTH,Terre Haute,39.4165,-87.407,32,0.3596,2015,
NMPM,Peloncillo Mountains,31.7434,-108.9236,32,0.559,2015,
