Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
WIBA,Baraboo,43.4891,-89.7386,375,6.4378,2015,
COMO,Montrose,38.5002,-107.8674,371,7.7745,2015,
ONCA,Cambridge,43.3076,-80.2582,354,4,2015,
OHGR,Grand Rapids-Waterville,41.506,-83.807,349,3.626,2015,
MIHO,Holland,42.75,-86.1,346,6.6284,2015,
UTDJ,Dinosaur N.M.-Jensen,40.3698,-109.3456,323,25.84,2015,
ILRO,Rockford,42.3667,-89.1667,321,2.7732,2015,
FLSR,Sarasota,27.2841,-82.4976,320,1.3787,2015,
MIAA,Ann Arbor,42.3172,-83.7781,320,2.0221,2015,
TNCH,Chattanooga,35.104,-85.2292,306,4.4348,2015,
INJT,Jamestown,39.927,-86.629,300,15.7895,2015,
FLEC,Econlockhatchee,28.7094,-81.1467,300,2.0541,2015,
CALS,Los Baños,37.0612,-120.8849,295,5.619,2015,
ILLA,Lisle Arboretum,41.7518,-87.9738,284,1.5255,2015,
FLEM,Emeralda-Sunnyhill,28.85,-81.8501,271,2.182,2015,
FLLA,Lakeland,28.0261,-81.8507,270,2.069,2015,
INOR,Ohio River,39.1021,-84.9016,259,6.0233,2015,
INBO,Big Oaks N.W.R.,38.9486,-85.4207,252,9.4206,2015,
FLEP,East Pasco,28.3103,-82.2374,250,5.102,2015,
FLLW,Lake Wales,27.8939,-81.5189,250,1.7857,2015,
FLLC,Lake City,30.1894,-82.6371,241,3.7364,2015,
WIMA,Madison,43.0747,-89.3843,221,0.9347,2015,
INWC,Warrick County,38.0599,-87.3015,220,8.4615,2015,
UTPR,Provo,40.2526,-111.6688,216,1.5896,2015,
TXUC,Uvalde County,29.2096,-99.7862,200,6.7227,2015,
ONLI,Linwood,43.5815,-80.7284,199,2.8127,2015,gd
TXCK,Choke Canyon,28.4913,-98.3082,196,2.6758,2015,
TXAR,Aransas N.W.R.,28.2333,-96.8833,192,2.5197,2015,
TXPM,Palmetto S.P.,29.5833,-97.5833,192,3.1736,2015,
TXNB,New Braunfels,29.7,-98.1167,189,3.6207,2015,
OHTO,Toledo,41.65,-83.5333,186,1.7064,2015,
KYEA,East Allen County,36.7426,-86.0686,184,1.7864,2015,
INPL,Patoka Lake,38.4347,-86.6062,184,5.75,2015,
WIML,Montello,43.878,-89.4051,176,3.6667,2015,
FLST,Stuart,27.2121,-80.2624,175,0.8792,2015,
FLAB,Aripeka-Bayport,28.4667,-82.5833,175,3.125,2015,
ILCU,Chicago (urban),41.9099,-87.7263,174,1.4622,2015,
CACO,Chico,39.722,-121.8238,172,2.2051,2015,
MICL,Clinton,42.0916,-84.0351,170,2.0544,2015,
MIDE,Detroit,42.7213,-83.551,168,1.4672,2015,
FLWR,Wekiva River,28.7863,-81.3679,165,1.1991,2015,
MIPO,Pontiac,42.7899,-83.2459,160,1.2929,2015,
INMU,Muncie,40.1833,-85.3667,160,9.8462,2015,
KYLO,Louisville,38.2929,-85.6284,156,1.8462,2015,
KYWC,Wayne County,36.8972,-84.8213,155,3.4444,2015,
FLBO,Brooksville,28.548,-82.3245,150,1.7857,2015,
ONHW,Hanover-Walkerton,44.2029,-81.0681,150,3.4091,2015,ml
TNWH,White County,35.9082,-85.598,146,4.2014,2015,
TXGA,Galveston,29.3333,-94.8333,135,1.2032,2015,
CAEC,East Contra Costa County,37.9118,-121.678,133,1.9275,2015,
OHTC,Trumbull County,41.3845,-80.8572,133,2.5577,2015,
INTO,Topeka,41.5394,-85.5394,130,1.9847,2015,
FLME,Melrose,29.748,-81.9929,130,1.7162,2015,
OHIL,Indian Lake,40.4833,-83.9167,127,5.5824,2015,
MIAL,Albion,42.301,-84.679,126,2.0622,2015,
FLNR,West Pasco (New Port Richey),28.2604,-82.6949,125,1.6234,2015,
FLSB,South Brevard County,27.8486,-80.55,124,1.0269,2015,
ONWO,Woodhouse Township,42.8595,-80.2202,124,1.1116,2015,eo
FLMR,Myakka River S.P.,27.233,-82.236,120,1.9355,2015,
FLAL,Alafia Banks,27.792,-82.3349,120,1.3151,2015,
FLAP,Avon Park A.F. Range,27.6501,-81.3167,120,1.2973,2015,
FLCR,Crystal River,28.8712,-82.5776,112,1.3333,2015,
AZGR,Gila River,33.3071,-112.6833,111,0.715,2015,
MIAB,Anchor Bay,42.6273,-82.6647,106,0.9743,2015,
NMGR,Gila River,32.9152,-108.584,103,1.7991,2015,
FLWV,West Volusia County,29.0543,-81.3039,100,1.4599,2015,
WIHC,Hales Corners,42.9161,-87.9356,99,3.4435,2015,
OHWO,Wooster,40.7464,-82.0189,97,1.0659,2015,
OKWM,Wichita Mountains Wildlife Refuge,34.7333,-98.6667,93,1.4762,2015,
GAAB,Albany,31.4333,-84.4167,93,2.9063,2015,
TXBO,Boerne,29.8666,-98.7901,93,0.93,2015,
TXRO,Rockport,28.0669,-97.1167,88,1.2662,2015,
PALN,Linesville,41.6028,-80.4296,85,1.7708,2015,
NMLC,Las Cruces,32.3,-106.7167,85,0.6028,2015,
TXPA,Port Aransas,27.8502,-97.1,83,0.9486,2015,
FLFP,Fort Pierce,27.4177,-80.3828,81,0.9701,2015,
WIBU,Burlington,42.7111,-88.2038,78,1.5,2015,
WIMI,Milwaukee,43.1041,-87.9169,77,0.8084,2015,
FLVE,Venice-Englewood,27.0048,-82.3793,74,0.3728,2015,
GAPC,Peachtree City,33.3468,-84.6231,73,1.7485,2015,
ONWL,Wallaceburg,42.6337,-82.3833,72,1.0706,2015,
FLPR,Peace River,26.9243,-82.0474,71,0.541,2015,
OHGC,Greene County,39.7219,-83.9115,70,2.3333,2015,
INSB,South Bend,41.6764,-86.252,68,0.8572,2015,
FLCS,Corkscrew Swamp Sanctuary,26.3666,-81.5217,68,0.5517,2015,
IACL,Clinton,41.9801,-90.174,66,1.5714,2015,
OHOX,Oxford,39.5078,-84.7169,65,2.0313,2015,
ONST,St. Thomas,42.7337,-81.1229,65,0.5039,2015,eo
ONWS,Woodstock,43.1725,-80.7124,65,0.9524,2015,"eo, gd"
WIMT,Manitowoc,44.0228,-87.7557,63,2.1,2015,
MIMO,Monroe,41.8731,-83.4425,63,1.1455,2015,
ONKT,Kitchener,43.4494,-80.4866,62,0.4435,2015,ph
WIPO,Poynette,43.3955,-89.3953,61,1.0844,2015,
FLJD,Jonathan Dickinson S.P.,26.9921,-80.1469,61,0.6354,2015,
ONBO,Brantford,43.1043,-80.3565,60,6,2015,"gd,eo"
UTPA,Payson,40.0437,-111.7598,60,0.8798,2015,
KYDA,Danville,37.6463,-84.7733,58,1.2211,2015,
ILWA,Waukegan,42.3493,-87.8742,58,0.8657,2015,
GADA,Dalton,34.7667,-84.9667,55,2.75,2015,
OHMI,Millersburg,40.5328,-81.9481,54,0.3034,2015,
KYFR,Frankfort,38.2271,-84.8525,53,1.2471,2015,
MSJC,Jackson County,30.4366,-88.7119,50,0.5376,2015,
MINI,Niles,41.8274,-86.2832,50,1.005,2015,ml
TXGT,Georgetown-Andice,30.6999,-97.7395,49,0.5632,2015,
FLPI,Ponce Inlet,29.0623,-81.0073,49,0.5326,2015,
ONSL,St. Clair N.W.A.,42.3667,-82.35,48,0.6833,2015,
ONPV,Port Burwell-Vienna,42.6808,-80.7919,46,1,2015,
FLBL,Bay Lake,28.3753,-81.5496,46,0.4163,2015,
INEC,Eagle Creek Valley,39.9269,-86.3383,46,0.9583,2015,
WISG,Sheboygan,43.7563,-87.7163,44,1.9775,2015,
TNCS,Crossville,35.8621,-85.0169,43,0.9005,2015,
OHOT,Ottawa N.W.R.,41.6114,-83.2006,42,1.0244,2015,
NMSE,Sevilleta N.W.R.,34.3167,-106.95,41,1.6047,2015,
FLCO,Cocoa,28.3622,-80.7026,41,0.3417,2015,
ILTC,Thorn Creek-Park Forest,41.4563,-87.725,40,0.4283,2015,
GAIA,Intown Atlanta,33.7833,-84.3429,39,0.2713,2015,
MIPH,Port Huron,42.9347,-82.5215,37,0.5736,2015,nc
MIEL,East Lansing,42.766,-84.4935,35,0.3502,2015,
INJC,Johnson County,39.4103,-86.0668,35,1.75,2015,
WIRE,Newburg--Riveredge Nature Center,43.4069,-87.9957,35,0.2,2015,
FLTA,Tampa,28.0107,-82.4595,34,0.6773,2015,
LAPP,Pine Prairie,30.7643,-92.3765,34,0.5292,2015,
TNCL,Clarksville,36.5,-87.3833,34,0.6628,2015,
TXWS,Weslaco,26.1507,-97.9421,33,0.2432,2015,
KYHO,Hopkinsville,36.8615,-87.473,32,1.2308,2015,
GALB,Lake Blackshear,31.9621,-83.8839,32,2.0645,2015,
FLMT,Matanzas,29.7154,-81.2827,30,0.2083,2015,
FLBA,Bradenton,27.501,-82.5631,30,0.2703,2015,
TXHO,Houston,29.7497,-94.9492,30,0.4399,2015,
MOSC,Loess Bluffs (formerly Squaw Creek) N.W.R.,40.0833,-95.2667,30,0.7792,2015,
TXWA,Waco,31.5194,-97.0451,30,0.4598,2015,
TNWC,Warren County,35.6748,-85.777,30,0.8824,2015,
KYLH,"Lincolns Birthplace-Hodgenville, LaRue County",37.573,-85.74,28,1.1667,2015,
ILRC,Rock Cut S.P.,42.3504,-88.8708,27,0.9391,2015,
ALEU,Eufaula N.W.R.,31.9939,-85.0886,25,0.5682,2015,
INRI,Richmond,39.8289,-84.956,25,0.8403,2015,
TXGR,Granger,30.7062,-97.4019,25,0.2833,2015,
INPK,Pokagon,41.6344,-84.9701,24,0.9864,2015,
KYDS,Daviess County South,37.6938,-86.9958,24,0.7619,2015,
OHKP,Killdeer Plains Wildlife Area,40.6436,-83.3619,23,0.7132,2015,
FLSO,STA5-Clewiston,26.516,-80.916,22,0.2444,2015,
TXWR,White River,33.482,-101.1082,22,0.6471,2015,
WINR,New Richmond,45.073,-92.563,22,1.2394,2015,
TNFR,Franklin-Coffee County,35.302,-86.0567,22,1.2571,2015,
WIMH,Mount Horeb,43.0011,-89.7603,20,0.2025,2015,
TNKN,Knoxville,35.9136,-84.0796,20,0.1575,2015,
WYRT,Riverton,43.0246,-108.3806,20,0.6359,2015,
FLFG,Flagler,29.497,-81.265,20,0.8696,2015,
FLOR,Orange River,26.651,-81.7317,19,0.4289,2015,
INWG,Western Gibson County,38.3406,-87.7807,19,0.2979,2015,
GAOK,Okefenokee N.W.R.,30.8001,-82.1333,19,0.5135,2015,
SCSN,Santee N.W.R.,33.5104,-80.408,19,0.2187,2015,
CAOR,Oroville,39.5178,-121.5499,18,0.2748,2015,
WIOC,Oconomowoc,43.136,-88.4997,18,0.3462,2015,
LACL,Cheneyville-Lecompte,31.1,-92.3667,18,0.507,2015,
LACB,Claiborne,32.78,-92.95,17,0.2698,2015,distant single flock seen in flight. scoped views only. experienced birder offered good description of flight form (elongated necks and legs) along with notes of plumage pattern.
MILC,Lapeer County,43.0014,-83.2428,17,0.2509,2015,
CASM,Sacramento,38.6,-121.55,17,0.0669,2015,
FLNP,North Pinellas,28.0672,-82.7388,17,0.1899,2015,
TXLU,Lubbock County,33.5849,-101.7925,17,0.2297,2015,
MIWM,Western Macomb County,42.7008,-82.9533,16,0.1649,2015,
KYLB,Land Between the Lakes,36.9367,-88.1683,16,0.254,2015,
MSDG,Dahomey-Great River Road,33.7769,-90.9545,15,0.2913,2015,
FLBR,Babcock Ranch Preserve,26.87,-81.72,14,1.75,2015,
FLFK,Fakahatchee,26.1486,-81.4535,14,0.1476,2015,
NMDI,Dixon,36.1833,-105.9167,14,0.4211,2015,
WICK,Cooksville,42.8348,-89.2408,14,0.2456,2015,
TNNL,Nickajack Lake,35.0664,-85.5113,14,0.2872,2015,
TXAY,Armand Bayou,29.5498,-95.0489,14,0.0959,2015,
LALC,Lake Charles,30.15,-93.3,13,0.2873,2015,
FLTT,Ten Thousand Islands,25.95,-81.62,13,0.0914,2015,
GAMA,Macon,32.8321,-83.6663,12,0.2036,2015,
WIEP,Ephraim,45.0979,-87.1939,12,0.2026,2015,
GAGC,Glynn County,31.1128,-81.4261,11,0.141,2015,gd
WILC,La Crosse,43.8149,-91.2503,11,0.0685,2015,
NJSO,Somerset County,40.5823,-74.622,11,0.1161,2015,
NMCL,Clayton,36.5177,-103.2546,10,0.5063,2015,gd
NMSC,Silver City,32.7381,-108.262,10,0.1555,2015,nd
INLA,Lafayette,40.4605,-86.9157,10,0.1369,2015,
INKC,Knox County,38.6453,-87.4171,10,0.1723,2015,
ILSC,Schapville,42.3967,-90.2053,10,0.3419,2015,
CARB,Red Bluff,40.2074,-122.2117,9,0.1295,2015,
ONPP,Point Pelee,42.0186,-82.5265,9,0.1385,2015,
NJCC,Cumberland County,39.3325,-75.2004,9,0.0705,2015,
WIHA,Hartford,43.3178,-88.379,9,0.1364,2015,
TXAZ,Anzalduas-Bentsen,26.2235,-98.3944,9,0.1078,2015,
SCCA,Charleston,32.9333,-79.7,9,0.1885,2015,rc
TNDK,DeKalb County,36.02,-85.85,8,0.1461,2015,
WISC,Sauk City,43.2668,-89.8501,8,0.0867,2015,
INTI,Tippecanoe,41.3237,-85.7887,8,0.16,2015,
NSSU,Shubenacadie,45.0705,-63.4172,8,0.2353,2015,dac
ILCT,Clinton Lake,40.1668,-88.7999,7,0.2941,2015,
OHGL,Grand Lake-St. Marys,40.5168,-84.5,7,0.2333,2015,
NYCH,Conesus-Hemlock-Honeoye Lakes,42.7776,-77.6161,7,0.07,2015,
NMLO,Loving,32.291,-104.0667,7,0.4058,2015,
TXRL,Robert Lee,31.9161,-100.4999,7,0.6364,2015,
INNL,Northeast LaPorte County,41.6776,-86.6684,6,0.2609,2015,
LALT,Lacassine N.W.R.-Thornwell,30.0626,-92.8147,6,0.0558,2015,
INEH,Elkhart County,41.6527,-85.8344,6,0.0591,2015,
TXOR,Old River,29.8776,-94.7263,6,0.0987,2015,
TXCP,Chaparral W.M.A.,28.3609,-99.3429,5,0.1481,2015,
TNBS,Big Sandy,36.3405,-88.0821,5,0.1005,2015,
GASC,St. Catherines Island,31.6351,-81.1226,5,0.0462,2015,
GASV,"Savannah, GA-SC",32.0842,-81.0667,5,0.0327,2015,
OHBS,Black Swamp,41.11,-84.37,5,0.274,2015,
ARAR,Arkadelphia,34.1333,-93.05,5,0.0733,2015,
FLSM,St. Marks,30.1536,-84.2227,5,0.0508,2015,
NMFP,Five Points,34.3243,-106.7061,5,0.1709,2015,
NJSA,Salem,39.614,-75.4142,5,0.0578,2015,
NYOO,Oak Orchard Swamp,43.1517,-78.3904,5,0.0541,2015,
WIRT,Retreat,43.4327,-91.0576,5,0.2083,2015,
TXTA,Trinity River Audubon Center,32.6407,-96.6577,5,0.0632,2015,
WITR,Two Rivers,44.2369,-87.6385,5,0.1176,2015,
WIBV,Blanchardville,42.7839,-89.8973,5,0.146,2015,
MIRO,Rockwood,42.0684,-83.2499,5,0.0669,2015,
INWS,Willow Slough-Iroquois Preserves,40.9819,-87.4894,4,0.1436,2015,
OHBU,Burton,41.4744,-81.2034,4,0.0312,2015,
MIHR,Huron County,43.9728,-82.9992,4,0.1046,2015,"ed,eo,ph"
FLDB,Daytona Beach,29.25,-81.1167,4,0.1081,2015,
FLLO,Long Pine Key,25.3568,-80.7186,4,0.0762,2015,
OHMO,Mohican State Forest,40.5818,-82.3042,4,0.0714,2015,
FLWP,West Palm Beach,26.5672,-80.127,4,0.03,2015,
TXBV,Brownsville,25.9328,-97.4748,4,0.0625,2015,
PABE,Bald Eagle S.P.,41.0149,-77.6605,3,0.0521,2015,
TXGC,Gibbons Creek,30.5833,-96,3,0.0545,2015,
ILCR,Calumet City-Sand Ridge,41.6155,-87.5395,3,0.0486,2015,
ILSH,Shelbyville Reservoir,39.42,-88.77,3,0.0577,2015,
ILCI,Chillicothe,40.8966,-89.4966,3,0.0563,2015,
ILEM,Eastern Mercer County,41.2212,-90.4939,3,0.0822,2015,
IADA,Davenport,41.5522,-90.5132,3,0.038,2015,
IASR,Saylorville Reservoir,41.8038,-93.7562,3,0.038,2015,
CAMI,Mineral,40.3478,-121.5961,3,0.1224,2015,nd
DEMI,Middletown,39.4753,-75.6347,3,0.0358,2015,
FLFM,Fort Myers,26.5551,-81.9906,3,0.0349,2015,
INSP,Gene Stratton-Porter Historic Site,41.4248,-85.2924,3,0.2143,2015,
MIPE,Petoskey,45.3701,-84.9709,3,0.0603,2015,"lm,ph, short-stopped by residents providing them with corn"
MSAL,Arkabutla Lake,34.7624,-90.1306,3,0.1143,2015,
INOC,Oakland City,38.2899,-87.3454,3,0.12,2015,
INTH,Terre Haute,39.4165,-87.407,3,0.0337,2015,
NVMD,Minden,38.9542,-119.7647,2,0.5714,2015,
MIER,Eaton Rapids,42.5818,-84.6611,2,0.0601,2015,"ed,nc"
OHCH,Chandlersville,39.8502,-81.7999,2,0.0364,2015,nc
OHCL,Cleveland,41.5723,-81.5039,2,0.0291,2015,
NJAS,Assunpink,40.16,-74.4242,2,0.0287,2015,
ONBL,Blenheim,42.3403,-81.9372,2,0.0247,2015,
TNCV,Cookeville,36.1448,-85.4747,2,0.0338,2015,
ONFV,Fisherville,42.8815,-79.9038,2,0.0247,2015,
ONHB,Holiday Beach,42.1333,-83.037,2,0.026,2015,
WIAP,Appleton,44.2618,-88.4158,2,0.023,2015,
MIKA,Kalamazoo,42.2963,-85.6482,2,0.0293,2015,"ed,eo"
OHBL,Buckeye Lake,39.9333,-82.4833,2,0.0526,2015,
NYJA,Jamestown,42.1095,-79.2284,2,0.0427,2015,
LAWL,White Lake,29.8699,-92.424,2,0.0309,2015,
ONCP,Carleton Place,45.1407,-76.1469,2,0.0182,2015,"ph, ps"
IASP,Green Island - Lost Mound,42.164,-90.4771,2,0.0513,2015,
CASH,Salton Sea (north),33.5179,-116.1031,2,0.0342,2015,ph
CORF,Roaring Fork River Valley,39.4579,-107.2624,2,0.051,2015,
OHAD,Ashland,40.8167,-82.2993,2,0.0752,2015,
GAHN,Harris Neck N.W.R.,31.6837,-81.294,2,0.0218,2015,gd
FLSA,St. Augustine,29.9333,-81.3162,2,0.0206,2015,
TXFW,Fort Worth,32.7661,-97.4715,2,0.0168,2015,
TXPP,Palo Pinto,32.7578,-98.2933,2,0.0889,2015,
UTMO,Moab,38.5667,-109.45,2,0.0261,2015,
WIMO,Monroe,42.6,-89.6333,2,0.0837,2015,
WIGR,Grantsburg,45.7729,-92.682,2,0.0382,2015,
NMLS,Los Alamos,35.856,-106.2893,2,0.0256,2015,ph
TXWP,Westcave Preserve,30.3553,-98.0296,2,0.0169,2015,
TXLD,Laredo,27.5,-99.4167,2,0.0377,2015,nd
WIBS,Brussels,44.7621,-87.5397,2,0.25,2015,
ONSU,Sutton,44.2276,-79.3945,2,0.0762,2015,ml
VAGO,Gordonsville,38.1427,-78.1893,2,0.043,2015,"nc, ph"
SCAB,Ace Basin,32.6126,-80.4813,1,0.013,2015,
TXBF,Buffalo Bayou,29.7715,-95.5699,1,0.0126,2015,
WIKE,Kewaunee,44.5399,-87.5005,1,0.0449,2015,
ONRP,Rice Lake Plains,44.1332,-78.0124,1,0.0106,2015,ml
SCWB,Winyah Bay,33.2458,-79.2292,1,0.0159,2015,"nc, ed"
INEV,Evansville,37.9776,-87.5752,1,0.0215,2015,
CAPC,Putah Creek,38.481,-122.0306,1,0.0058,2015,nd
ALTU,Tuscaloosa,33.239,-87.5766,1,0.025,2015,
NYMZ,Montezuma,43.0029,-76.731,1,0.0121,2015,
ONBE,Beaverton,44.3454,-79.0988,1,0.0137,2015,"gd, eo"
NMBL,Bluewater Lake,35.2579,-108.1027,1,0.0276,2015,gd
MDBO,Bowie,38.9927,-76.7852,1,0.0038,2015,
MOTR,Trimble,39.4725,-94.5647,1,0.0174,2015,
OHPR,Preble County,39.6849,-84.5725,1,0.05,2015,
MILE,Les Cheneaux,46.0538,-84.363,1,0.1667,2015,"ij, nc,ps"
KSDC,Dodge City,37.7777,-100.01,1,0.0408,2015,
TNDR,Duck River,35.9474,-87.9211,1,0.02,2015,
ONHA,Hamilton,43.2679,-79.8852,1,0.0045,2015,ml
WIKC,Kenosha County,42.5895,-87.9345,1,0.0588,2015,
RINC,Newport County-Westport,41.5369,-71.1566,1,0.0076,2015,ps
LASH,Shreveport,32.5371,-93.8922,1,0.024,2015,"photographed by reliable observer, but no details ever submitted. assume it's valid."
MDOA,Oakland,39.4936,-79.3658,cw,0,2015,
INMO,Michaela Farm-Oldenburg,39.3637,-85.1803,cw,0,2015,
ONPA,Pakenham-Arnprior,45.3338,-76.3334,cw,0,2015,"eo,gd"
ORBC,Baker County-Salisbury,44.655,-117.8724,cw,0,2015,
NDLL,Long Lake N.W.R.,46.6916,-100.1851,cw,0,2015,
OHCS,Caesar Creek-Spring Valley,39.501,-84.0224,cw,0,2015,
KYRA,Russell-Adair County,36.9658,-85.1217,cw,0,2015,
OHGW,Goll Woods,41.552,-84.3483,cw,0,2015,
AZPO,Portal,31.9009,-109.1364,cw,0,2015,
ALAU,Auburn,32.586,-85.4497,cw,0,2015,
COCS,Colorado Springs,38.8022,-104.8167,cw,0,2015,"nc, gd"
FLIS,Ichetucknee-Santa Fe-O'Leno,29.9335,-82.6785,cw,0,2015,
ILKV,Kankakee Valley,41.1209,-87.8674,cw,0,2015,
ILMF,Middle Fork River Valley,40.247,-87.7009,cw,0,2015,
INMC,McCormick's Creek S.P.,39.2863,-86.7268,cw,0,2015,
GAFC,Floyd County,34.2898,-85.1805,cw,0,2015,
ILJO,Joliet,41.5113,-88.1244,cw,0,2015,
TXLC,Love Creek,29.803,-99.496,cw,0,2015,
WITP,Trempealeau,44.0134,-91.4311,cw,0,2015,
